id,title,note,excerpt,url,tags,created,cover,highlights,favorite
837509137,Estimating the Number of Distinct Values | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/querying-approximate-cardinality,,2024-08-18T07:17:52.388Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fquerying-approximate-cardinality,"Highlight:HyperLogLog is a state-of-the-art cardinality estimation algorithm, capable of estimating distinct cardinalities of trillions of rows with an average relative error of a few percent.

HyperLogLog can be used in place of COUNT(DISTINCT …) in situations where estimating cardinality is acceptable.",false
837508874,Understanding & using Time Travel | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/data-time-travel#restoring-objects,,2024-08-18T07:15:17.733Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fdata-time-travel%23restoring-objects,"Highlight:If an object with the same name already exists, UNDROP fails. You must rename the existing object, which then enables you to restore the previous version of the object.",false
837508799,Snowflake Information Schema | Snowflake Documentation,,,https://docs.snowflake.com/en/sql-reference/info-schema,,2024-08-18T07:14:32.691Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fsql-reference%2Finfo-schema,"Highlight:What is INFORMATION_SCHEMA?¶

Each database created in your account automatically includes a built-in, read-only schema named INFORMATION_SCHEMA. The schema contains the following objects:

Views for all the objects contained in the database, as well as views for account-level objects (i.e. non-database objects such as roles, warehouses, and databases)

Table functions for historical and usage data across your account.

Highlight:COMPLETE_TASK_GRAPHS

	

60 minutes

	

Results returned only for the ACCOUNTADMIN role, the task owner (i.e. the role with the OWNERSHIP privilege on the task), or a role with the global MONITOR EXECUTION privilege.",false
837508690,Overview of Access Control | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/security-access-control-overview#roles,,2024-08-18T07:13:52.361Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fsecurity-access-control-overview%23roles,"Highlight:Although additional privileges can be granted to the system-defined roles, it is not recommended. System-defined roles are created with privileges related to account-management. As a best practice, it is not recommended to mix account-management privileges and entity-specific privileges in the same role. If additional privileges are needed, Snowflake recommends granting the additional privileges to a custom role and assigning the custom role to the system-defined role.

Highlight:Discretionary Access Control (DAC): Each object has an owner, who can in turn grant access to that object.

Role-based Access Control (RBAC): Access privileges are assigned to roles, which are in turn assigned to users.

Highlight:in a managed access schema, object owners lose the ability to make grant decisions. Only the schema owner (i.e. the role with the OWNERSHIP privilege on the schema) or a role with the MANAGE GRANTS privilege can grant privileges on objects in the schema.

Highlight:There are a small number of system-defined roles in a Snowflake account. System-defined roles cannot be dropped. In addition, the privileges granted to these roles by Snowflake cannot be revoked.

Highlight:A role owner (i.e. the role that has the OWNERSHIP privilege on the role) does not inherit the privileges of the owned role. Privilege inheritance is only possible within a role hierarchy.

Highlight:Every active user session has a “current role,” also referred to as a primary role. When a session is initiated (e.g. a user connects via JDBC/ODBC or logs in to the Snowflake web interface), the current role is determined based on the following criteria:

If a role was specified as part of the connection and that role is a role that has already been granted to the connecting user, the specified role becomes the current role.

If no role was specified and a default role has been set for the connecting user, that role becomes the current role.

If no role was specified and a default role has not been set for the connecting user, the system role PUBLIC is used.

Highlight:while a session must have exactly one active primary role at a time, one can activate any number of secondary roles at the same time.

Highlight:A database role can neither be a primary nor a secondary role.

Highlight:There is no concept of a “super-user” or “super-role” in Snowflake that can bypass authorization checks. All access requires appropriate access privileges.",false
837279963,RESULT_SCAN | Snowflake Documentation,,,https://docs.snowflake.com/en/sql-reference/functions/result_scan#usage-notes,,2024-08-17T19:07:27.220Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fsql-reference%2Ffunctions%2Fresult_scan%23usage-notes,"Highlight:Returns the result set of a previous command (within 24 hours of when you executed the query) as if the result was a table.

Highlight:only the user who runs the original query can use the RESULT_SCAN function to process the output of the query. Even a user with the ACCOUNTADMIN privilege cannot access the results of another user’s query by calling RESULT_SCAN.

Highlight:If the original query is executed via a task, the role that owns the task, instead of a specific user, triggers and runs the query. If a user or a task is operating with the same role, they can use RESULT_SCAN to access the query results.",false
837279858,Writing stored procedures in JavaScript | Snowflake Documentation,,,https://docs.snowflake.com/developer-guide/stored-procedure/stored-procedures-javascript,,2024-08-17T19:06:48.184Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fdeveloper-guide%2Fstored-procedure%2Fstored-procedures-javascript,"Highlight:JavaScript delimiters¶

The JavaScript portion of the stored procedure code must be enclosed within either single quotes ' or double dollar signs $$.",false
837279406,Controlling network traffic with network policies | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/network-policies#activating-network-policies-for-individual-users,,2024-08-17T19:03:24.015Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fnetwork-policies%23activating-network-policies-for-individual-users,"Highlight:Only the role with the OWNERSHIP privilege on both the user and the network policy, or a higher role, can activate a network policy for an individual user.

Highlight:Only security administrators (i.e. users with the SECURITYADMIN role) or higher or a role with the global ATTACH POLICY privilege can activate a network policy for an account.

Highlight:A security administrator (or higher) can use a network policy to allow or deny access to a request based on its origin.

Highlight:Network policies that existed before the introduction of network rules still work. However, all new network policies should use network rules, not the ALLOWED_IP_LIST and BLOCKED_IP_LIST parameters, to control access from IP addresses. Best practice is to avoid using both ways to restrict access in the same network policy.

Highlight:Activate the network policy for an account, user, or security integration.

Highlight:Account:

Network policies applied to an account are the most general network policies. They are overridden by network policies applied to a security integration or user.

Security Integration:

Network policies applied to a security integration override network policies applied to the account, but are overridden by a network policy applied to a user.

User:

Network policies applied to a user are the most specific network policies. They override both accounts and security integrations.

Highlight:when a user-level network policy is associated with the user and the user is already logged into Snowflake, if the user’s network location does not match the user-level network policy rules, Snowflake prevents the user from executing further queries.",false
837279143,Managing and using worksheets in Snowsight | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/ui-snowsight-worksheets#label-snowsight-worksheet-session-context,,2024-08-17T19:01:45.079Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fui-snowsight-worksheets%23label-snowsight-worksheet-session-context,"Highlight:Each worksheet is a unique session and can use roles different from the role you select in the user menu (your active role). Changing your active role does not change the role assigned to the worksheet with the context selector.

Highlight:You must be granted the ACCOUNTADMIN role to recover worksheets of dropped users.",false
837278307,Multi-factor authentication (MFA) | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/security-mfa#label-mfa-token-caching,,2024-08-17T18:57:34.329Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fsecurity-mfa%23label-mfa-token-caching,"Highlight:A cached MFA token is valid for up to four hours.

Highlight:MFA login is designed primarily for connecting to Snowflake through the web interface, but is also fully-supported by SnowSQL and the Snowflake JDBC and ODBC drivers.",false
837275274,Object Tagging | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/object-tagging#specify-tag-values,,2024-08-17T18:53:44.016Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fobject-tagging%23specify-tag-values,"Highlight:The ALLOWED_VALUES tag property enables specifying the possible string values that can be assigned to the tag when the tag is set on an object. The maximum number of possible string values for a single tag is 300.

Highlight:A tag is a schema-level object that can be assigned to another Snowflake object.

Highlight:The maximum number of 50 unique tags includes dropped tags for a time period of 24 hours starting from when the tag is dropped using a DROP TAG statement. The reason for this time period is to allow the user who dropped the tag to execute an UNDROP TAG statement, if necessary. When the UNDROP TAG operation executes within the 24-hour time interval, Snowflake restores the tag assignments (i.e. references) that were current prior to the drop operation.",false
837273338,LAST_QUERY_ID | Snowflake Documentation,,,https://docs.snowflake.com/en/sql-reference/functions/last_query_id,,2024-08-17T18:53:03.857Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fsql-reference%2Ffunctions%2Flast_query_id,"Highlight:Usage notes¶

Positive numbers start with the first query executed in the session. For example:

LAST_QUERY_ID(1) returns the first query.

LAST_QUERY_ID(2) returns the second query.

LAST_QUERY_ID(6) returns the sixth query.

Etc.

Negative numbers start with the most recently-executed query in the session. For example:

LAST_QUERY_ID(-1) returns the most recently-executed query (equivalent to LAST_QUERY_ID()).

LAST_QUERY_ID(-2) returns the second most recently-executed query.",false
837270214,INSERT | Snowflake Documentation,,,https://docs.snowflake.com/en/sql-reference/sql/insert,,2024-08-17T18:51:31.525Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fsql-reference%2Fsql%2Finsert,"Highlight:OVERWRITE

Specifies that the target table should be truncated before inserting the values into the table. Note that specifying this option does not affect the access control privileges on the table.

INSERT statements with OVERWRITE can be processed within the scope of the current transaction, which avoids DDL statements that commit a transaction, such as:",false
837270018,Overview of the Kafka connector | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/kafka-connector-overview,,2024-08-17T18:49:39.086Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fkafka-connector-overview,"Highlight:Each Kafka message is passed to Snowflake in JSON format or Avro format. The Kafka connector stores that formatted information in a single column of type VARIANT. The data is not parsed, and the data is not split into multiple columns in the Snowflake table.",false
837269882,Monitor query activity with Query History | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/ui-snowsight-activity#label-exploding-join,,2024-08-17T18:48:51.924Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fui-snowsight-activity%23label-exploding-join,"Highlight:“Exploding” joins¶

One of the common mistakes SQL users make is joining tables without providing a join condition (resulting in a “Cartesian product”), or providing a condition where records from one table match multiple records from another table. For such queries, the Join operator produces significantly (often by orders of magnitude) more tuples than it consumes.",false
837269808,Object name resolution | Snowflake Documentation,,,https://docs.snowflake.com/en/sql-reference/name-resolution,,2024-08-17T18:48:00.446Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fsql-reference%2Fname-resolution,Highlight:The SEARCH_PATH is not used inside views or UDFs. All unqualifed objects in a view or UDF definition will be resolved in the view’s or UDF’s schema only.,false
837269330,SAMPLE / TABLESAMPLE | Snowflake Documentation,,,https://docs.snowflake.com/en/sql-reference/constructs/sample#syntax,,2024-08-17T18:44:07.981Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fsql-reference%2Fconstructs%2Fsample%23syntax,"Highlight:BERNOULLI (or ROW): Includes each row with a probability of p/100. Similar to flipping a weighted coin for each row.

SYSTEM (or BLOCK): Includes each block of rows with a probability of p/100. Similar to flipping a weighted coin for each block of rows. This method does not support fixed-size sampling.

Highlight:probability specifies the percentage probability to use for selecting the sample. Can be any decimal number between 0 (no rows selected) and 100 (all rows selected) inclusive.

Highlight:num specifies the number of rows (up to 1,000,000) to sample from the table. Can be any integer between 0 (no rows selected) and 1000000 inclusive.",false
837269153,Controlling network traffic with network policies | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/network-policies#label-associating-network-policies,,2024-08-17T18:42:46.865Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fnetwork-policies%23label-associating-network-policies,"Highlight:You can create multiple network policies, however only one network policy can be associated with an account at any one time. Associating a network policy with your account automatically removes the currently-associated network policy (if any).

Highlight:Only a single network policy can be activated for each user at a time. The ability to activate different network policies for different users allows for granular control. Associating a network policy with a user automatically removes the currently-associated network policy (if any).",false
837268405,Object Tagging | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/object-tagging#label-object-tags-ddl,,2024-08-17T18:36:21.920Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fobject-tagging%23label-object-tags-ddl,"Highlight:Snowflake supports the following DDL to create and manage tags:

CREATE TAG

ALTER TAG

ALTER <object> (to set a tag on a Snowflake object)

SHOW TAGS

DROP TAG

UNDROP TAG

Highlight:Note that Snowflake does not support the describe operation for the tag object.",false
837268355,Introduction to Streams | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/streams-intro#label-streams-staleness,,2024-08-17T18:35:39.265Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fstreams-intro%23label-streams-staleness,"Highlight:If the data retention period for a table is less than 14 days and a stream hasn’t been consumed, Snowflake temporarily extends this period to prevent the stream from going stale. The retention period is extended to the stream’s offset, up to a maximum of 14 days by default, regardless of your Snowflake edition. The maximum number of days for which Snowflake can extend the data retention period is determined by the MAX_DATA_EXTENSION_TIME_IN_DAYS parameter value. Once the stream is consumed, the extended data retention period reverts to the table’s default.

Highlight:Multiple queries can independently consume the same change data from a stream without changing the offset. A stream advances the offset only when it is used in a DML transaction.

Highlight:Querying a stream alone does not advance its offset, even within an explicit transaction; the stream contents must be consumed in a DML statement.

Highlight:To ensure multiple statements access the same change records in the stream, surround them with an explicit transaction statement (BEGIN .. COMMIT).

Highlight:METADATA$ACTION:

Indicates the DML operation (INSERT, DELETE) recorded.

METADATA$ISUPDATE:

Indicates whether the operation was part of an UPDATE statement. Updates to rows in the source object are represented as a pair of DELETE and INSERT records in the stream with a metadata column METADATA$ISUPDATE values set to TRUE

Highlight:Types of Streams

Highlight:Standard

Highlight:Append-only

Highlight:Insert-only

Highlight:A stream becomes stale when its offset falls outside of the data retention period for its source table

Highlight:In a stale state, historical data and any unconsumed change records for the source table are no longer accessible. To continue tracking new change records, you must recreate the stream using the CREATE STREAM command.

Highlight:To prevent a stream from becoming stale, consume the stream records within a DML statement during the table’s retention period. Additionally, calling SYSTEM$STREAM_HAS_DATA on the stream prevents it from becoming stale, provided the stream is empty and the SYSTEM$STREAM_HAS_DATA function returns FALSE.

Highlight:This restriction doesn’t apply to streams on directory tables or external tables, which have no data retention period.

Highlight:After the STALE_AFTER timestamp has passed, the stream can become stale at any time, even if it has no unconsumed records.

Highlight:Recreating an object (using the CREATE OR REPLACE TABLE syntax) drops its history, which also makes any stream on the table or view stale. In addition, recreating or dropping any of the underlying tables for a view makes any stream on the view stale.

Highlight:Currently, streams cannot track changes in materialized views.

Highlight:Prior to creating a stream on a view, you must enable change tracking on the underlying tables for the view

Highlight:CHANGES Clause: Read-only Alternative to Streams¶

As an alternative to streams, Snowflake supports querying change tracking metadata for tables or views using the CHANGES clause for SELECT statements. The CHANGES clause enables querying change tracking metadata between two points in time without having to create a stream with an explicit transactional offset. Using the CHANGES clause does not advance the offse",false
836236486,Understanding Dynamic Data Masking | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/security-column-ddm-intro,,2024-08-16T08:57:27.712Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fsecurity-column-ddm-intro,"Highlight:Snowflake provides two Account Usage views to obtain information about masking policies:

The MASKING POLICIES view provides a list of all masking policies in your Snowflake account.

The POLICY_REFERENCES view provides a list of all objects in which a masking policy is set.",false
836236104,Working with Materialized Views | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/views-materialized#dropping-the-base-table,,2024-08-16T08:55:11.727Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fviews-materialized%23dropping-the-base-table,"Highlight:If a base table is altered so that existing columns are changed or dropped, then all materialized views on that base table are suspended; the materialized views cannot be used or maintained. (This is true even if the modified or dropped column was not part of the materialized view.)",false
836235162,Understanding data transfer cost | Snowflake Documentation,,,https://docs.snowflake.com/en/user-guide/cost-understanding-data-transfer,,2024-08-16T08:49:35.540Z,https://rdl.ink/render/https%3A%2F%2Fdocs.snowflake.com%2Fen%2Fuser-guide%2Fcost-understanding-data-transfer,"Highlight:Snowflake charges a per-byte fee for data egress when users transfer data from a Snowflake account into a different region on the same cloud platform or into a completely different cloud platform. Data transfers within the same region are free.

Highlight:Snowflake does not charge data ingress fees. However, a cloud storage provider might charge a data egress fee for transferring data from the provider to your Snowflake account.

Highlight:Snowflake features that incur transfer costs¶

Highlight:Unloading data from Snowflake to Amazon, Google Cloud Storage, or Microsoft Azure.

Typically this involves the use of COPY INTO <location> to unload data to cloud storage in a region or cloud platform different from where your Snowflake account is hosted.

Highlight:Replication of databases, creating a snapshot of the database to a secondary database.

Highlight:Using auto-fulfillment to offer listings to consumers in other cloud regions

Highlight:Snowflake does not apply data egress charges when a Snowflake client or driver retrieves query results across regions within the same cloud platform or across different cloud platforms.",false
